deprivation,covid,logspend,spend
28.133,0,2.618770736,13.72
28.133,0,2.680040516,14.59
28.133,0,2.359474283,10.59
28.133,0,2.550590836,12.81
28.133,0,2.533175432,12.59
28.133,0,2.595322412,13.4
28.133,0,2.749853911,15.64
28.133,0,2.723191237,15.23
28.133,0,2.600565231,13.47
28.133,0,2.441612262,11.49
28.133,0,2.826828126,16.89
28.133,0,2.723968239,15.24
28.133,0,3.00679882,20.22
28.133,0,2.904908982,18.26
28.133,0,2.452289456,11.61
28.133,0,2.656569338,14.25
44.246,0,2.52247877,12.46
44.246,0,2.469657059,11.82
44.246,0,2.423382873,11.28
44.246,0,2.85558088,17.38
44.246,0,2.57885709,13.18
44.246,0,2.877721299,17.77
44.246,0,2.702056469,14.91
44.246,0,2.447726242,11.56
44.246,0,2.569145873,13.05
44.246,0,2.278796744,9.76
44.246,0,2.596212648,13.41
44.246,0,2.949317776,19.09
44.246,0,2.494063504,12.11
44.246,0,2.441481088,11.49
44.246,0,2.293454673,9.91
44.246,0,2.83431183,17.02
44.246,0,2.721148674,15.2
44.246,0,2.62661265,13.83
44.246,0,2.735590501,15.42
44.246,0,2.561691248,12.96
44.246,0,2.362026389,10.61
44.246,0,2.314960462,10.12
44.246,0,2.374886891,10.75
44.246,0,2.380296627,10.81
44.246,0,2.48329224,11.98
44.246,0,2.845386186,17.21
44.246,0,2.563084649,12.98
44.246,0,2.421609408,11.26
44.246,0,2.804865477,16.52
44.246,0,2.350937695,10.5
44.246,0,2.336686112,10.35
44.246,0,2.437982223,11.45
44.246,0,2.586683697,13.29
44.246,0,2.422400555,11.27
44.246,0,2.947843036,19.06
44.246,0,2.500154786,12.18
44.246,0,2.573233033,13.11
44.246,0,2.260948983,9.59
44.246,0,2.259401251,9.58
44.246,0,2.551094938,12.82
44.246,0,2.453584867,11.63
44.246,0,2.574335385,13.12
44.246,0,2.655744958,14.24
44.246,0,2.605761959,13.54
44.246,0,2.609381642,13.59
44.246,0,2.107865779,8.23
44.246,0,2.625879858,13.82
44.246,0,2.488248801,12.04
44.246,0,1.889998146,6.62
44.246,0,2.540934265,12.69
44.246,0,2.21725279,9.18
44.246,0,2.491322176,12.08
44.246,0,2.274252992,9.72
44.246,0,2.592158746,13.36
44.246,0,2.45867741,11.69
44.246,0,2.771966588,15.99
44.246,0,2.562742655,12.97
44.246,0,2.526363555,12.51
44.246,0,2.62198554,13.76
44.246,0,2.181572521,8.86
44.246,0,2.676684596,14.54
44.246,0,2.316569429,10.14
44.246,0,2.862600258,17.51
44.246,0,2.227313668,9.27
44.246,0,2.573560272,13.11
44.246,0,2.814141452,16.68
44.246,0,2.542090894,12.71
44.246,0,2.370459862,10.7
44.246,0,2.649715792,14.15
44.246,0,2.585388445,13.27
44.246,0,2.351227716,10.5
44.246,0,2.497498201,12.15
44.246,0,2.418693637,11.23
44.246,0,2.674868746,14.51
44.246,0,2.416724524,11.21
44.246,0,2.256615528,9.55
44.246,0,2.324483297,10.22
44.246,0,2.302081105,9.99
44.246,0,2.4066073,11.1
44.246,0,2.665393204,14.37
44.246,0,2.359935727,10.59
44.246,0,2.000671106,7.39
44.246,0,2.626148346,13.82
44.246,0,2.205632325,9.08
44.246,0,2.212764565,9.14
44.246,0,2.294394993,9.92
44.246,0,2.617601017,13.7
44.246,0,2.33331771,10.31
44.246,0,2.476343044,11.9
44.246,0,2.367783277,10.67
44.246,0,2.306808555,10.04
44.246,0,2.534959553,12.62
44.246,0,2.432830682,11.39
44.246,0,3.007080222,20.23
44.246,0,2.133626717,8.45
44.246,0,2.259190325,9.58
44.246,0,2.411906951,11.16
44.246,0,2.188100195,8.92
44.246,0,2.557716373,12.91
44.246,0,2.445830329,11.54
23.909,0,3.122318151,22.7
23.909,0,3.1216244,22.68
23.909,0,2.870483208,17.65
23.909,0,3.193389854,24.37
23.909,0,2.905831112,18.28
23.909,0,3.090863185,22
23.909,0,3.076210978,21.68
23.909,0,2.966915502,19.43
23.909,0,2.834088346,17.01
23.909,0,2.849330982,17.28
23.909,0,2.953900164,19.18
23.909,0,2.819703822,16.77
23.909,0,2.875515973,17.73
23.909,0,3.156420043,23.49
23.909,0,2.604867453,13.53
23.909,0,3.086384596,21.9
23.909,0,2.810660332,16.62
23.909,0,3.073123554,21.61
23.909,0,2.847073133,17.24
23.909,0,2.911395347,18.38
23.909,0,3.081297852,21.79
23.909,0,2.978888175,19.67
23.909,0,3.387020505,29.58
23.909,0,3.011079253,20.31
23.909,0,2.99642838,20.01
23.909,0,3.119781153,22.64
23.909,0,2.7185741,15.16
23.909,0,2.985926955,19.8
23.909,0,3.107893242,22.37
23.909,0,2.902673224,18.22
23.909,0,3.070401352,21.55
23.909,0,2.876873516,17.76
23.909,0,2.749080802,15.63
23.909,0,2.952634228,19.16
23.909,0,2.777445997,16.08
23.909,0,3.330770362,27.96
23.909,0,2.596819585,13.42
23.909,0,3.020318786,20.5
23.909,0,2.97909346,19.67
23.909,0,2.678522182,14.56
23.909,0,3.11581895,22.55
23.909,0,2.910530389,18.37
23.909,0,2.680554429,14.59
23.909,0,2.835600855,17.04
23.909,0,3.228661741,25.25
23.909,0,3.059094704,21.31
23.909,0,2.82565236,16.87
23.909,0,2.893228915,18.05
23.909,0,2.780514766,16.13
23.909,0,3.076516234,21.68
23.909,0,3.069992671,21.54
23.909,0,2.78646331,16.22
23.909,0,2.944655988,19
23.909,0,2.743341457,15.54
23.909,0,2.692463491,14.77
23.909,0,2.954923102,19.2
23.909,0,2.949480026,19.1
23.909,0,3.235035174,25.41
23.909,0,2.72180925,15.21
23.909,0,2.991384288,19.91
23.909,0,2.964903217,19.39
23.909,0,2.652211236,14.19
23.909,0,3.217933271,24.98
23.909,0,3.26541243,26.19
23.909,0,2.822997245,16.83
23.909,0,2.701932218,14.91
23.909,0,2.993803835,19.96
23.909,0,3.132794643,22.94
23.909,0,3.092002931,22.02
23.909,0,3.00339307,20.15
23.909,0,3.02082534,20.51
23.909,0,2.916359952,18.47
23.909,0,2.759091389,15.79
23.909,0,3.097251674,22.14
23.909,0,2.994728974,19.98
23.909,0,2.925958647,18.65
23.909,0,3.01922938,20.48
23.909,0,3.244982844,25.66
23.909,0,3.0990045,22.18
23.909,0,2.930560221,18.74
23.909,0,2.817973454,16.74
23.909,0,3.146598804,23.26
23.909,0,2.938152931,18.88
23.909,0,2.754526032,15.71
23.909,0,2.721139678,15.2
23.909,0,3.071419768,21.57
23.909,0,3.324469668,27.78
23.909,0,3.007609457,20.24
23.909,0,3.33757192,28.15
23.909,0,2.918684324,18.52
23.909,0,3.055455724,21.23
23.909,0,2.71524867,15.11
23.909,0,2.90253719,18.22
23.909,0,3.420553498,30.59
23.909,0,2.723870283,15.24
23.909,0,2.911621699,18.39
23.909,0,2.560243225,12.94
23.909,0,2.813237549,16.66
23.909,0,2.796219764,16.38
23.909,0,2.729352019,15.32
47.102,0,2.340116559,10.38
47.102,0,2.916944785,18.48
47.102,0,2.559153584,12.92
47.102,0,2.32554145,10.23
47.102,0,2.078086121,7.99
47.102,0,2.290445357,9.88
47.102,0,2.363713501,10.63
47.102,0,2.438226356,11.45
47.102,0,2.758866092,15.78
47.102,0,2.38833584,10.9
47.102,0,2.492317839,12.09
47.102,0,2.416328782,11.2
47.102,0,2.552271996,12.84
47.102,0,2.772652309,16
47.102,0,2.626909,13.83
47.102,0,2.488804102,12.05
47.102,0,2.735899098,15.42
47.102,0,2.459338055,11.7
47.102,0,2.744684847,15.56
47.102,0,2.486656885,12.02
47.102,0,2.714766703,15.1
47.102,0,2.69767641,14.85
47.102,0,2.903212067,18.23
47.102,0,2.640653194,14.02
47.102,0,2.334316189,10.32
47.102,0,2.874726947,17.72
47.102,0,2.540812946,12.69
47.102,0,2.455391032,11.65
47.102,0,2.514315737,12.36
47.102,0,2.77599508,16.05
47.102,0,2.889928003,17.99
47.102,0,2.557354518,12.9
47.102,0,2.354619081,10.53
47.102,0,2.78146336,16.14
47.102,0,2.396529121,10.98
47.102,0,2.458766582,11.69
47.102,0,2.610551196,13.61
47.102,0,2.320184409,10.18
47.102,0,2.260407279,9.59
47.102,0,2.396766499,10.99
47.102,0,2.524258145,12.48
47.102,0,2.396508451,10.98
47.102,0,2.7121052,15.06
47.102,0,2.435747471,11.42
47.102,0,2.466956011,11.79
47.102,0,2.62004531,13.74
47.102,0,2.632038994,13.9
47.102,0,2.146692298,8.56
47.102,0,2.444381259,11.52
47.102,0,2.345781613,10.44
47.102,0,2.119981052,8.33
47.102,0,2.197989275,9.01
47.102,0,2.524625776,12.49
47.102,0,2.623378437,13.78
47.102,0,2.206787527,9.09
47.102,0,2.145896487,8.55
47.102,0,2.227569041,9.28
47.102,0,2.452763974,11.62
47.102,0,2.215965871,9.17
47.102,0,2.600861079,13.48
47.102,0,2.469335674,11.81
47.102,0,2.19473854,8.98
47.102,0,2.443860954,11.52
47.102,0,2.200489667,9.03
47.102,0,2.558693423,12.92
47.102,0,2.487125475,12.03
47.102,0,2.518426409,12.41
47.102,0,2.479871187,11.94
47.102,0,2.756756412,15.75
47.102,0,2.66643132,14.39
47.102,0,2.662137428,14.33
47.102,0,2.782330186,16.16
47.102,0,2.281080489,9.79
47.102,0,2.455301283,11.65
47.102,0,2.453041072,11.62
47.102,0,2.866394019,17.57
47.102,0,2.867891128,17.6
47.102,0,2.813095776,16.66
47.102,0,2.927747064,18.69
47.102,0,2.035108416,7.65
47.102,0,2.509264757,12.3
47.102,0,2.032136723,7.63
47.102,0,2.56286809,12.97
47.102,0,2.223557403,9.24
47.102,0,2.3076383,10.05
47.102,0,2.546439592,12.76
47.102,0,2.915917185,18.47
47.102,0,2.721595156,15.2
47.102,0,2.517915466,12.4
47.102,0,2.612005563,13.63
47.102,0,2.854569844,17.37
47.102,0,2.398342203,11
47.102,0,2.517968579,12.4
47.102,0,2.482064649,11.97
47.102,0,2.44145424,11.49
47.102,0,2.553693874,12.85
47.102,0,2.646997871,14.11
47.102,0,2.354863188,10.54
47.102,0,2.01619872,7.51
47.102,0,2.778389833,16.09
36.549,0,2.855123858,17.38
36.549,0,2.129464654,8.41
36.549,0,2.555284059,12.87
36.549,0,2.891599241,18.02
36.549,0,2.478414571,11.92
36.549,0,2.493896248,12.11
36.549,0,3.001368834,20.11
36.549,0,2.560648022,12.94
36.549,0,2.649402311,14.15
36.549,0,2.257321888,9.56
36.549,0,2.425175855,11.3
36.549,0,2.720329993,15.19
36.549,0,2.319829897,10.17
36.549,0,2.539510147,12.67
36.549,0,2.610825108,13.61
36.549,0,2.21290803,9.14
36.549,0,2.489752787,12.06
36.549,0,2.801311689,16.47
36.549,0,2.597382119,13.43
36.549,0,2.565527786,13.01
36.549,0,2.41102596,11.15
36.549,0,2.469807401,11.82
36.549,0,2.755755831,15.73
36.549,0,2.589199129,13.32
36.549,0,2.512096049,12.33
36.549,0,2.425629087,11.31
36.549,0,2.574550296,13.13
36.549,0,2.738083235,15.46
36.549,0,2.582909046,13.24
36.549,0,3.002785975,20.14
36.549,0,2.52937888,12.55
36.549,0,2.306878253,10.04
36.549,0,2.315737543,10.13
36.549,0,2.488800011,12.05
36.549,0,2.371306073,10.71
36.549,0,2.666663089,14.39
36.549,0,2.56719619,13.03
36.549,0,2.696945407,14.83
36.549,0,2.51414638,12.36
36.549,0,2.51336039,12.35
36.549,0,2.582231711,13.23
36.549,0,2.454861393,11.64
36.549,0,2.499417957,12.18
36.549,0,2.822637777,16.82
36.549,0,2.446214515,11.54
36.549,0,2.682728732,14.62
36.549,0,2.422959149,11.28
36.549,0,2.690162416,14.73
36.549,0,2.247041647,9.46
36.549,0,2.171643279,8.77
36.549,0,2.388094761,10.89
36.549,0,2.695682531,14.82
36.549,0,2.554864107,12.87
36.549,0,2.24544515,9.44
36.549,0,2.481035923,11.95
36.549,0,2.650836842,14.17
36.549,0,2.736729756,15.44
36.549,0,2.573515743,13.11
36.549,0,2.70476754,14.95
36.549,0,2.619937788,13.73
36.549,0,2.430054634,11.36
36.549,0,2.359034038,10.58
36.549,0,2.407180383,11.1
36.549,0,2.484891597,12
36.549,0,2.277881454,9.76
36.549,0,2.392501675,10.94
36.549,0,2.263736409,9.62
36.549,0,2.244200697,9.43
36.549,0,2.773162743,16.01
36.549,0,2.6776066,14.55
36.549,0,2.425338368,11.31
36.549,0,2.519042355,12.42
36.549,0,2.444336673,11.52
36.549,0,2.592888914,13.37
36.549,0,2.744520564,15.56
36.549,0,2.664039279,14.35
36.549,0,2.45391074,11.63
36.549,0,2.328507343,10.26
36.549,0,2.451498502,11.61
36.549,0,2.552786934,12.84
36.549,0,2.418477847,11.23
36.549,0,2.830106163,16.95
36.549,0,2.283607127,9.81
36.549,0,2.691616381,14.76
36.549,0,2.226968712,9.27
36.549,0,2.753404597,15.7
36.549,0,2.682955227,14.63
36.549,0,2.611372069,13.62
36.549,0,2.361988019,10.61
36.549,0,2.367907073,10.68
36.549,0,2.490378901,12.07
36.549,0,2.801856563,16.48
36.549,0,2.377408062,10.78
36.549,0,2.570361674,13.07
36.549,0,2.305777564,10.03
36.549,0,2.153626024,8.62
36.549,0,3.019529845,20.48
36.549,0,2.574564976,13.13
36.549,0,2.543615646,12.73
36.549,0,2.614504001,13.66
32.892,0,2.642704895,14.05
32.892,0,2.642044279,14.04
32.892,0,2.433814187,11.4
32.892,0,2.479989468,11.94
32.892,0,3.025244031,20.6
32.892,0,2.710227661,15.03
32.892,0,2.824882111,16.86
32.892,0,2.723839963,15.24
32.892,0,2.510213436,12.31
32.892,0,2.461617013,11.72
32.892,0,2.516493171,12.39
32.892,0,2.685454211,14.66
32.892,0,2.880839118,17.83
32.892,0,2.620317747,13.74
32.892,0,2.511899786,12.33
32.892,0,2.282672631,9.8
32.892,0,2.524459894,12.48
32.892,0,2.588859291,13.31
32.892,0,2.617103524,13.7
32.892,0,2.686302821,14.68
32.892,0,2.432045115,11.38
32.892,0,2.602376609,13.5
32.892,0,2.620059812,13.74
32.892,0,2.73507359,15.41
32.892,0,2.487281473,12.03
32.892,0,2.599408147,13.46
32.892,0,3.140338945,23.11
32.892,0,2.421829543,11.27
32.892,0,2.879351414,17.8
32.892,0,2.335700206,10.34
32.892,0,2.388103696,10.89
32.892,0,2.600865314,13.48
32.892,0,2.469150036,11.81
32.892,0,2.297478912,9.95
32.892,0,2.565218566,13
32.892,0,2.1497607,8.58
32.892,0,2.495689488,12.13
32.892,0,2.447497366,11.56
32.892,0,2.303761454,10.01
32.892,0,2.64241925,14.05
32.892,0,2.75551876,15.73
32.892,0,2.660971597,14.31
32.892,0,2.363646374,10.63
32.892,0,2.570662589,13.07
32.892,0,2.437049647,11.44
32.892,0,2.828512271,16.92
32.892,0,2.812546021,16.65
32.892,0,2.598596567,13.44
32.892,0,2.631278171,13.89
32.892,0,2.507061475,12.27
32.892,0,2.685896282,14.67
32.892,0,2.875583469,17.74
32.892,0,2.997674494,20.04
32.892,0,2.529147522,12.54
32.892,0,2.624465091,13.8
32.892,0,2.791503372,16.31
32.892,0,2.724320842,15.25
32.892,0,2.794346895,16.35
32.892,0,2.913730424,18.43
32.892,0,2.309462288,10.07
32.892,0,3.069217939,21.53
32.892,0,2.724660628,15.25
32.892,0,2.395862796,10.98
32.892,0,2.379727535,10.8
32.892,0,2.413239532,11.17
32.892,0,2.271948757,9.7
32.892,0,2.442365362,11.5
32.892,0,2.851744845,17.32
32.892,0,2.966364313,19.42
32.892,0,2.50172971,12.2
32.892,0,2.843978166,17.18
32.892,0,2.694546829,14.8
32.892,0,2.789347637,16.27
32.892,0,2.229827187,9.3
32.892,0,2.416900314,11.21
32.892,0,2.341388993,10.4
32.892,0,2.661312155,14.32
32.892,0,3.108183765,22.38
32.892,0,2.829481315,16.94
32.892,0,2.357993055,10.57
32.892,0,2.796619085,16.39
32.892,0,2.340798671,10.39
32.892,0,2.617061913,13.7
32.892,0,2.674469149,14.5
32.892,0,2.404221369,11.07
32.892,0,2.55663657,12.89
32.892,0,2.763640953,15.86
32.892,0,2.804902152,16.53
32.892,0,2.617088738,13.7
32.892,0,2.694118793,14.79
32.892,0,2.719927509,15.18
32.892,0,2.425609266,11.31
32.892,0,2.652376148,14.19
32.892,0,2.922561337,18.59
32.892,0,2.79874694,16.42
32.892,0,2.67753424,14.55
32.892,0,2.554313848,12.86
32.892,0,2.678376198,14.56
32.892,0,2.267196889,9.65
32.892,0,2.33935327,10.37
42.889,0,2.569554855,13.06
42.889,0,2.785467243,16.21
42.889,0,2.277425872,9.75
42.889,0,2.623704729,13.79
42.889,0,2.018070685,7.52
42.889,0,2.364293214,10.64
42.889,0,2.846093737,17.22
42.889,0,2.71336084,15.08
42.889,0,1.906412357,6.73
42.889,0,2.742780528,15.53
42.889,0,2.536388454,12.63
42.889,0,2.469288153,11.81
42.889,0,2.524779449,12.49
42.889,0,2.759469295,15.79
42.889,0,2.564166396,12.99
42.889,0,2.38497228,10.86
42.889,0,2.492244702,12.09
42.889,0,2.554481187,12.86
42.889,0,2.601680353,13.49
42.889,0,2.550788469,12.82
42.889,0,2.468831779,11.81
42.889,0,2.711182094,15.05
42.889,0,2.420215311,11.25
42.889,0,2.876217747,17.75
42.889,0,2.564792771,13
42.889,0,2.188003965,8.92
42.889,0,2.606703845,13.55
42.889,0,2.470606771,11.83
42.889,0,2.439997691,11.47
42.889,0,2.312168016,10.1
42.889,0,2.125049955,8.37
42.889,0,2.909792039,18.35
42.889,0,2.401767418,11.04
42.889,0,2.690581694,14.74
42.889,0,2.313310325,10.11
42.889,0,2.42800299,11.34
42.889,0,2.42771405,11.33
42.889,0,2.368943733,10.69
42.889,0,2.439951052,11.47
42.889,0,2.796747915,16.39
42.889,0,2.707941895,15
42.889,0,2.678625899,14.57
42.889,0,2.428323312,11.34
42.889,0,2.726157819,15.27
42.889,0,2.530303707,12.56
42.889,0,2.565848242,13.01
42.889,0,2.46282035,11.74
42.889,0,2.559331669,12.93
42.889,0,2.540553599,12.69
42.889,0,2.416360415,11.21
42.889,0,2.339600035,10.38
42.889,0,2.069961977,7.92
42.889,0,2.802006405,16.48
42.889,0,2.41993673,11.25
42.889,0,2.819839674,16.77
42.889,0,2.317595998,10.15
42.889,0,2.464850623,11.76
42.889,0,2.361411817,10.61
42.889,0,2.550149894,12.81
42.889,0,2.571647628,13.09
42.889,0,2.41641534,11.21
42.889,0,2.432932734,11.39
42.889,0,2.271999116,9.7
42.889,0,2.756476027,15.74
42.889,0,2.329397101,10.27
42.889,0,2.499134525,12.17
42.889,0,2.702639063,14.92
42.889,0,2.453683609,11.63
42.889,0,2.453904784,11.63
42.889,0,2.860977681,17.48
42.889,0,2.763162799,15.85
42.889,0,2.632102106,13.9
42.889,0,2.543222396,12.72
42.889,0,2.555469608,12.88
42.889,0,1.947144691,7.01
42.889,0,2.717961925,15.15
42.889,0,2.85787308,17.42
42.889,0,2.432253521,11.38
42.889,0,2.321908872,10.2
42.889,0,2.336752097,10.35
42.889,0,2.470518615,11.83
42.889,0,2.626451961,13.82
42.889,0,2.690778458,14.74
42.889,0,2.427355453,11.33
42.889,0,2.362480864,10.62
42.889,0,2.620401846,13.74
42.889,0,2.491286185,12.08
42.889,0,2.579060872,13.18
42.889,0,2.728197365,15.31
42.889,0,2.72128176,15.2
42.889,0,2.533170526,12.59
42.889,0,2.647677717,14.12
42.889,0,2.571162664,13.08
42.889,0,2.512183161,12.33
42.889,0,2.713310416,15.08
42.889,0,2.480792587,11.95
42.889,0,2.561515041,12.96
42.889,0,2.569858238,13.06
42.889,0,2.671844693,14.47
42.889,0,2.41997373,11.25
18.455,0,3.231983081,25.33
18.455,0,3.35523788,28.65
18.455,0,3.285899075,26.73
18.455,0,3.115210386,22.54
18.455,0,3.587202649,36.13
18.455,0,3.168467637,23.77
18.455,0,3.28385798,26.68
18.455,0,3.010543997,20.3
18.455,0,3.400276368,29.97
18.455,0,2.866466859,17.57
18.455,0,3.577387326,35.78
18.455,0,3.314808928,27.52
18.455,0,2.80057826,16.45
18.455,0,3.427303869,30.79
18.455,0,2.964391482,19.38
18.455,0,2.897826913,18.13
18.455,0,3.003358997,20.15
18.455,0,2.943616577,18.98
18.455,0,2.999312147,20.07
18.455,0,3.241876786,25.58
18.455,0,2.965574359,19.41
18.455,0,3.184675055,24.16
18.455,0,3.119527704,22.64
18.455,0,2.99155777,19.92
18.455,0,3.000126704,20.09
18.455,0,3.397067438,29.88
18.455,0,2.992491686,19.94
18.455,0,2.985604988,19.8
18.455,0,2.867672015,17.6
18.455,0,2.725268799,15.26
18.455,0,3.131156051,22.9
18.455,0,3.088279788,21.94
18.455,0,3.354743687,28.64
18.455,0,3.371178326,29.11
18.455,0,2.610980748,13.61
18.455,0,3.038603555,20.88
18.455,0,3.268704149,26.28
18.455,0,2.962239553,19.34
18.455,0,3.076323071,21.68
18.455,0,3.221311024,25.06
18.455,0,3.145531258,23.23
18.455,0,3.112929547,22.49
18.455,0,3.297894856,27.06
18.455,0,3.24719466,25.72
18.455,0,3.089299828,21.96
18.455,0,2.89865387,18.15
18.455,0,3.23252128,25.34
18.455,0,3.481621365,32.51
18.455,0,3.092833239,22.04
18.455,0,3.013558912,20.36
18.455,0,3.261240792,26.08
18.455,0,3.067260164,21.48
18.455,0,3.056256752,21.25
18.455,0,3.282171907,26.63
18.455,0,3.227784287,25.22
18.455,0,3.18390162,24.14
18.455,0,3.35128055,28.54
18.455,0,3.28922387,26.82
18.455,0,3.523824466,33.91
18.455,0,3.235710053,25.42
18.455,0,3.111088734,22.45
18.455,0,3.666134837,39.1
18.455,0,2.891732087,18.02
18.455,0,3.110968654,22.44
18.455,0,2.905330383,18.27
18.455,0,3.17145699,23.84
18.455,0,3.298553066,27.07
18.455,0,3.098956022,22.17
18.455,0,2.783475516,16.18
18.455,0,3.469717267,32.13
18.455,0,3.143155967,23.18
18.455,0,3.104764832,22.3
18.455,0,3.16300591,23.64
18.455,0,3.123227084,22.72
18.455,0,3.609281984,36.94
18.455,0,3.151479725,23.37
18.455,0,2.654769752,14.22
18.455,0,3.269738807,26.3
18.455,0,3.366048993,28.96
18.455,0,3.205066921,24.66
18.455,0,3.087255113,21.92
18.455,0,3.54721967,34.72
18.455,0,3.231694389,25.32
18.455,0,3.392233353,29.73
18.455,0,2.992768312,19.94
18.455,0,3.146545433,23.26
18.455,0,3.20602759,24.68
18.455,0,3.075216096,21.65
18.455,0,3.035030191,20.8
18.455,0,3.087243109,21.92
18.455,0,2.845215906,17.21
18.455,0,3.003759761,20.16
18.455,0,3.132242025,22.93
18.455,0,3.044110611,20.99
18.455,0,3.103998724,22.29
18.455,0,3.15104889,23.36
18.455,0,2.867481702,17.59
18.455,0,2.873501264,17.7
18.455,0,3.158281164,23.53
18.455,0,3.285006225,26.71
34.742,0,2.437804571,11.45
34.742,0,2.716179171,15.12
34.742,0,2.41133818,11.15
34.742,0,2.650140968,14.16
34.742,0,2.539499545,12.67
34.742,0,2.589434711,13.32
34.742,0,2.272926002,9.71
34.742,0,2.759708972,15.8
34.742,0,2.74011133,15.49
34.742,0,2.813954917,16.68
34.742,0,2.454357246,11.64
34.742,0,2.595173301,13.4
34.742,0,2.656221383,14.24
34.742,0,2.458563273,11.69
34.742,0,2.916737109,18.48
34.742,0,2.617263944,13.7
34.742,0,2.433546839,11.4
34.742,0,2.852251451,17.33
34.742,0,2.537508143,12.65
34.742,0,2.686379612,14.68
34.742,0,2.698571564,14.86
34.742,0,2.64039351,14.02
34.742,0,2.279709868,9.77
34.742,0,2.472986182,11.86
34.742,0,2.396529971,10.98
34.742,0,2.870482914,17.65
34.742,0,2.559110913,12.92
34.742,0,2.502094856,12.21
34.742,0,2.79457178,16.36
34.742,0,2.219241,9.2
34.742,0,2.554519746,12.87
34.742,0,2.704062192,14.94
34.742,0,2.401094021,11.04
34.742,0,2.810385689,16.62
34.742,0,2.712927554,15.07
34.742,0,2.22767756,9.28
34.742,0,2.790482232,16.29
34.742,0,2.566888121,13.03
34.742,0,2.560720581,12.95
34.742,0,2.72616248,15.27
34.742,0,2.583494893,13.24
34.742,0,2.964553718,19.39
34.742,0,2.784251632,16.19
34.742,0,2.77004628,15.96
34.742,0,2.680526026,14.59
34.742,0,2.464831113,11.76
34.742,0,2.531435083,12.57
34.742,0,2.226696666,9.27
34.742,0,2.62081661,13.75
34.742,0,2.70742926,14.99
34.742,0,2.507522377,12.27
34.742,0,2.707730438,15
34.742,0,2.510837077,12.32
34.742,0,2.665997284,14.38
34.742,0,2.628141924,13.85
34.742,0,2.884187023,17.89
34.742,0,2.601872714,13.49
34.742,0,2.45815374,11.68
34.742,0,2.176525528,8.82
34.742,0,2.606530183,13.55
34.742,0,2.626951486,13.83
34.742,0,2.23784801,9.37
34.742,0,2.363408225,10.63
34.742,0,2.757450182,15.76
34.742,0,2.828254448,16.92
34.742,0,2.449576304,11.58
34.742,0,2.858907839,17.44
34.742,0,2.701451306,14.9
34.742,0,2.300194055,9.98
34.742,0,2.317486024,10.15
34.742,0,2.75704801,15.75
34.742,0,2.470338826,11.83
34.742,0,2.61767727,13.7
34.742,0,2.732737761,15.37
34.742,0,2.527097726,12.52
34.742,0,2.21410662,9.15
34.742,0,2.140564989,8.5
34.742,0,2.621259417,13.75
34.742,0,2.828841583,16.93
34.742,0,2.63490667,13.94
34.742,0,2.457750659,11.68
34.742,0,2.805319359,16.53
34.742,0,2.339148001,10.37
34.742,0,2.639353838,14
34.742,0,2.217971371,9.19
34.742,0,2.779497277,16.11
34.742,0,2.339622474,10.38
34.742,0,2.567386274,13.03
34.742,0,2.621691422,13.76
34.742,0,2.771384765,15.98
34.742,0,2.472038925,11.85
34.742,0,2.591417837,13.35
34.742,0,2.509250524,12.3
34.742,0,2.449127552,11.58
34.742,0,2.948920373,19.09
34.742,0,2.602528407,13.5
34.742,0,2.449756558,11.59
34.742,0,2.567429484,13.03
34.742,0,2.405451768,11.08
34.742,0,2.347891435,10.46
20.183,0,2.779719261,16.11
20.183,0,3.028203969,20.66
20.183,0,2.626697224,13.83
20.183,0,3.477440402,32.38
20.183,0,3.457278769,31.73
20.183,0,3.084422312,21.85
20.183,0,2.731627771,15.36
20.183,0,3.054965938,21.22
20.183,0,3.193815542,24.38
20.183,0,2.916722188,18.48
20.183,0,3.219253537,25.01
20.183,0,3.126780014,22.8
20.183,0,2.673355969,14.49
20.183,0,2.847147783,17.24
20.183,0,3.07571854,21.67
20.183,0,3.069244529,21.53
20.183,0,3.20601503,24.68
20.183,0,2.83703167,17.07
20.183,0,3.323585703,27.76
20.183,0,3.29783502,27.05
20.183,0,3.497717049,33.04
20.183,0,3.330478273,27.95
20.183,0,3.290608665,26.86
20.183,0,2.849089711,17.27
20.183,0,3.056799188,21.26
20.183,0,3.096042599,22.11
20.183,0,2.960817054,19.31
20.183,0,2.879485532,17.81
20.183,0,2.646410966,14.1
20.183,0,3.185492461,24.18
20.183,0,3.583692466,36.01
20.183,0,3.213671542,24.87
20.183,0,3.18935859,24.27
20.183,0,2.872585806,17.68
20.183,0,2.896495102,18.11
20.183,0,3.181688888,24.09
20.183,0,3.161183364,23.6
20.183,0,2.848514926,17.26
20.183,0,3.208101445,24.73
20.183,0,2.799689185,16.44
20.183,0,2.994774659,19.98
20.183,0,3.116568365,22.57
20.183,0,3.727654183,41.58
20.183,0,3.223028291,25.1
20.183,0,2.871322908,17.66
20.183,0,3.31237968,27.45
20.183,0,3.074064712,21.63
20.183,0,3.114028255,22.51
20.183,0,3.127775559,22.82
20.183,0,2.972076378,19.53
20.183,0,3.030274573,20.7
20.183,0,2.875137366,17.73
20.183,0,3.437529006,31.11
20.183,0,3.350021325,28.5
20.183,0,3.173750423,23.9
20.183,0,3.48685754,32.68
20.183,0,3.011483185,20.32
20.183,0,3.308687294,27.35
20.183,0,2.921129512,18.56
